State,Constituency,Candidate,Party,Votes
RJ,Kumbhalgarh,ROSHAN LAL BHIL,Bhartiya Tribal Party,622
,,,,
RJ,Kumbhalgarh,GAJENDRA SINGH SISODIA,Independent,364
,,,,
RJ,Kumbhalgarh,SHYAM PRASAD JAIN,Bharat Vahini Party,348
,,,,
RJ,Kumbhalgarh,SATTU GURJAR,Bharatiya Yuva Shakti,211
,,,,
RJ,Kumbhalgarh,None of the Above,None of the Above,3307
,,,,
RJ,Kushalgarh ,RAMILA KHADIYA,Independent,94344
,,,,
RJ,Kushalgarh ,BHIMA BHAI,Bharatiya Janata Party,75394
,,,,
RJ,Kushalgarh ,CHAGAN,Bahujan Samaj Party,6016
,,,,
RJ,Kushalgarh ,DEVCHAND MAVI,Independent,3011
,,,,
RJ,Kushalgarh ,DINESH,Abhinav Rajasthan Party,2527
,,,,
RJ,Kushalgarh ,FATEH SINGH,Loktantrik Janta Dal,2281
,,,,
RJ,Kushalgarh ,NARESH,Independent,1709
,,,,
RJ,Kushalgarh ,ASHOK,Independent,1616
,,,,
RJ,Kushalgarh ,None of the Above,None of the Above,11002
,,,,
RJ,Lachhmangarh,GOVIND SINGH DOTASARA,Indian National Congress,98227
,,,,
RJ,Lachhmangarh,DINESH JOSHI,Bharatiya Janata Party,76175
,,,,
RJ,Lachhmangarh,BRIJENDRA SINGH,Communist Party of India  (Marxist),8617
,,,,
RJ,Lachhmangarh,LIYAKAT,Independent,1225
,,,,
RJ,Lachhmangarh,GANESH JOSHI,Bahujan Samaj Party,1071
,,,,
RJ,Lachhmangarh,RAINA KUMARI,Independent,1066
,,,,
RJ,Lachhmangarh,MAHAVEER PRASAD,Dalit Soshit Pichhara Varg  Adhikar Dal,443
,,,,
RJ,Lachhmangarh,BHAWANI SINGH,Independent,425
,,,,
RJ,Lachhmangarh,CHHOTELAL,Bahujan Mukti Party,269
,,,,
RJ,Lachhmangarh,OM PRAKASH,Aam Aadmi Party,265
,,,,
RJ,Lachhmangarh,SUBHKARAN BIWAL,Dalit Kranti Dal,247
,,,,
RJ,Lachhmangarh,DINESH KUMAR,Independent,224
,,,,
RJ,Lachhmangarh,NEMI CHAND,Independent,150
,,,,
RJ,Lachhmangarh,NEMICHAND,Maharana Kranti Party,106
,,,,
RJ,Lachhmangarh,None of the Above,None of the Above,1206
,,,,
RJ,Ladnun,MUKESH KUMAR BHAKAR,Indian National Congress,65041
,,,,
RJ,Ladnun,MANOHAR SINGH,Bharatiya Janata Party,52094
,,,,
RJ,Ladnun,JAGANNATH BURDAK,Rashtriya Loktantrik Party,20063
,,,,
RJ,Ladnun,OMPRAKASH BAGRA,Independent,7568
,,,,
RJ,Ladnun,TSLEEM AAREF,Independent,6777
,,,,
RJ,Ladnun,NARENDRA SINGH,Bahujan Samaj Party,3876
,,,,
RJ,Ladnun,SAGAR MAL NAHATA,Independent,2696
,,,,
RJ,Ladnun,SUDHIR PAREEK,Independent,1237
,,,,
RJ,Ladnun,MAHESH PRAKASH SANKHALA,Independent,1016
,,,,
RJ,Ladnun,PUSHPA KANWAR,Aam Aadmi Party,847
,,,,
RJ,Ladnun,BALMIK,Bharatiya Yuva Shakti,845
,,,,
RJ,Ladnun,JIWAN MAL GURJAR,Independent,705
,,,,
RJ,Ladnun,UMED KHAN,Independent,658
,,,,
RJ,Ladnun,KALURAM,Independent,374
,,,,
RJ,Ladnun,MAHAVEER PRASAD PAREEK,Abhinav Rajasthan Party,326
,,,,
RJ,Ladnun,None of the Above,None of the Above,1356
,,,,
RJ,Ladpura ,KALPANA DEVI,Bharatiya Janata Party,104912
,,,,
RJ,Ladpura ,GULANAJ GUDDU,Indian National Congress,83256
,,,,
RJ,Ladpura ,AMPI CHATTER,Aam Aadmi Party,3451
,,,,
RJ,Ladpura ,RAJA RAM MEGHWAL,Bahujan Samaj Party,1167
,,,,
RJ,Ladpura ,MUKUT BIHARI MEENA,Independent,1149
,,,,
RJ,Ladpura ,DAMYANTI GOCHER,Independent,447
,,,,
RJ,Ladpura ,JASWANT SUMAN,Rashtriya Loktantrik Party,391
,,,,
RJ,Ladpura ,DAMODAR PRASAD,Shiv Sena,325
,,,,
RJ,Ladpura ,RAJESH GURJAR (BOAD),Bharatiya Yuva Shakti,295
,,,,
RJ,Ladpura ,CHIRONJI LAL SAMARIYA,Bharatiya Republican Paksha,225
,,,,
RJ,Ladpura ,AVADESH YADAV,Naya Bharat Party,175
,,,,
RJ,Ladpura ,None of the Above,None of the Above,2919
,,,,
RJ,Lalsot ,PARSADI LAL,Indian National Congress,88828
,,,,
RJ,Lalsot ,RAMBILAS,Bharatiya Janata Party,79754
,,,,
RJ,Lalsot ,SODAN MEENA,Bahujan Samaj Party,1470
,,,,
RJ,Lalsot ,HANSRAJ MEENA,Aam Aadmi Party,858
,,,,
RJ,Lalsot ,BABU LAL DHANKA,Rashtriya Loktantrik Party,605
,,,,
RJ,Lalsot ,None of the Above,None of the Above,1987
,,,,
RJ,Lohawat,KISANA RAM VISHNOI,Indian National Congress,106084
,,,,
RJ,Lohawat,GAJENDRA SINGH,Bharatiya Janata Party,65208
,,,,
RJ,Lohawat,DR. MAGHARAM MEGHWAL,Independent,5206
,,,,
RJ,Lohawat,HARI RAM,Bahujan Samaj Party,1646
,,,,
RJ,Lohawat,KEWALRAM,Independent,863
,,,,
RJ,Lohawat,INDRA SINGH,Abhinav Rajasthan Party,529
,,,,
RJ,Lohawat,OMARAM,Independent,351
,,,,
RJ,Lohawat,NATHU RAM,Aam Aadmi Party,267
,,,,
RJ,Lohawat,None of the Above,None of the Above,3574
,,,,
RJ,Luni,MAHENDRA VISHNOI,Indian National Congress,84979
,,,,
RJ,Luni,JOGARAM PATEL,Bharatiya Janata Party,75822
,,,,
RJ,Luni,BHANWAR LAL,Rashtriya Loktantrik Party,30662
,,,,
RJ,Luni,PAPPU SINGH,Bahujan Samaj Party,23750
,,,,
RJ,Luni,ANAND SINGH,"""Nationalist People's Front""",1514
,,,,
RJ,Luni,MADAN DAS,Naya Bharat Party,1224
,,,,
RJ,Luni,BHALLA RAM,Independent,973
,,,,
RJ,Luni,KAILASH KUMAR,Independent,934
,,,,
RJ,Luni,PREM SINGH,Aam Aadmi Party,898
,,,,
RJ,Luni,None of the Above,None of the Above,2315
,,,,
RJ,Lunkaransar,SUMIT GODARA,Bharatiya Janata Party,72822
,,,,
RJ,Lunkaransar,VIRENDRA BENIWAL,Indian National Congress,61969
,,,,
RJ,Lunkaransar,PRABHUDAYAL,Independent,23892
,,,,
RJ,Lunkaransar,PAWAN KUMAR OJHA,Bahujan Samaj Party,2720
,,,,
RJ,Lunkaransar,LALCHAND BHADU,Communist Party of India  (Marxist),2600
,,,,
RJ,Lunkaransar,VIJAYPAL BENIWAL,Rashtriya Loktantrik Party,2321
,,,,
RJ,Lunkaransar,GHANSHYAM MEGHWAL,Dalit Kranti Dal,1403
,,,,
RJ,Lunkaransar,BINDU PANWAR,Independent,1028
,,,,
RJ,Lunkaransar,BHARATARAM,Independent,824
,,,,
RJ,Lunkaransar,HARBAKSH KOUR,National Unionist Zamindara Party,815
,,,,
RJ,Lunkaransar,BHANWAR LAL,Aam Aadmi Party,426
,,,,
RJ,Lunkaransar,None of the Above,None of the Above,2075
,,,,
RJ,Mahuwa,OM PRAKASH HUDLA,Independent,51310
,,,,
RJ,Mahuwa,RAJENDRA,Bharatiya Janata Party,41325
,,,,
RJ,Mahuwa,AJEET SINGH,Independent,19624
,,,,
RJ,Mahuwa,AJAY KUMAR,Indian National Congress,16452
,,,,
RJ,Mahuwa,VIJAY KUMAR,Bahujan Samaj Party,9423
,,,,
RJ,Mahuwa,CHANDRA PRAKASH MEENA,"""Nationalist People's Front""",3964
,,,,
RJ,Mahuwa,OM PRAKASH,Independent,1029
,,,,
RJ,Mahuwa,DAN SINGH MEENA,Independent,833
,,,,
RJ,Mahuwa,MOHAN LAL,Independent,807
,,,,
RJ,Mahuwa,RAJESH,Independent,636
,,,,
RJ,Mahuwa,BHAGWAN SAHAY,Aam Aadmi Party,448
,,,,
RJ,Mahuwa,DHARMENDRA,Independent,300
,,,,
RJ,Mahuwa,None of the Above,None of the Above,1109
,,,,
RJ,Makrana,ROOPA RAM,Bharatiya Janata Party,87201
,,,,
RJ,Makrana,JAKIR HUSSAIN GESAWAT,Indian National Congress,85713
,,,,
RJ,Makrana,GANGARAM,Independent,2588
,,,,
RJ,Makrana,NARAYAN RAM,Communist Party of India  (Marxist),2126
,,,,
RJ,Makrana,ABDUL AZIZ,Bahujan Samaj Party,1183
,,,,
RJ,Makrana,SAROJ KANWAR,Independent,1177
,,,,
RJ,Makrana,MANNWAR ALI,Independent,1108
,,,,
RJ,Makrana,PRADEEP KUMAR,Shiv Sena,1023
,,,,
RJ,Makrana,SHAKTI DAN SINGH,Independent,754
,,,,
RJ,Makrana,DEEPARAM,Independent,477
,,,,
RJ,Makrana,LAXMAN RAM,Abhinav Rajasthan Party,467
,,,,
RJ,Makrana,SAYIDA NAZNEEN,Aam Aadmi Party,202
,,,,
RJ,Makrana,JAGDISH SINGH,Independent,194
,,,,
RJ,Makrana,JAGDEESH PRASHAD,Independent,164
,,,,
RJ,Makrana,None of the Above,None of the Above,1550
,,,,
RJ,Malpura,KANHIYA LAL,Bharatiya Janata Party,93237
,,,,
RJ,Malpura,RANVEER PHALWAN,Rashtriya Lok Dal,63451
,,,,
RJ,Malpura,NARENDRA SINGH AAMLI,Bahujan Samaj Party,9836
,,,,
RJ,Malpura,JEETRAM,Independent,2722
,,,,
RJ,Malpura,RADHEYSHYAM VAISHNAV,Shiv Sena,1309
,,,,
RJ,Malpura,KALYAN SINGH KURTHAL,Jago Party,1260
,,,,
RJ,Malpura,SHASHIPAL JHAROTIYA,Ambedkarite Party of India,888
,,,,
RJ,Malpura,PANKAJ DADHEECH,Independent,832
,,,,
RJ,Malpura,SOURABH DIXIT,Janata Dal  (Secular),770
,,,,
RJ,Malpura,PRAHLAD GUJAR,Bharatiya Yuva Shakti,678
,,,,
RJ,Malpura,DR. RAM NARESH SANADHYA,Independent,509
,,,,
RJ,Malpura,GIRIRAJ SINGH KHANGAROT,Aam Aadmi Party,481
,,,,
RJ,Malpura,POOJA JANGID,Indian Peoples Green Party,465
,,,,
RJ,Malpura,DR. SHIVDUTT SHARMA,Bharat Vahini Party,410
,,,,
RJ,Malpura,DURGA LAL,Indian New Congress Party,321
,,,,
RJ,Malpura,None of the Above,None of the Above,1801
,,,,
RJ,Malviya Nagar,KALICHARAN SARAF,Bharatiya Janata Party,70221
,,,,
RJ,Malviya Nagar,DR. ARCHANA SHARMA,Indian National Congress,68517
,,,,
RJ,Malviya Nagar,DR. BHARAT LAL GUPTA,Aam Aadmi Party,888
,,,,
RJ,Malviya Nagar,SAROJ BAIRWA,Bahujan Samaj Party,619
,,,,
RJ,Malviya Nagar,DINESH MITTAL,Independent,485
,,,,
RJ,Malviya Nagar,RAJESH KUMAR SHARMA,Independent,471
,,,,
RJ,Malviya Nagar,ABHISHEK SANGHI ALIAS BITTU JAIN,Independent,295
,,,,
RJ,Malviya Nagar,PRADEEP KUMAR,Republican Party of India (A),211
,,,,
RJ,Malviya Nagar,SHANKAR LAL AGARWAL,Independent,211
,,,,
RJ,Malviya Nagar,KAPUR CHANDRA,Independent,191
,,,,
RJ,Malviya Nagar,KAPOOR CHAND BAIRWA,Independent,176
,,,,
RJ,Malviya Nagar,ALOK GUPTA,Bharat Vahini Party,173
,,,,
RJ,Malviya Nagar,BHAGWAN DAS ALIAS NARESH SARSOP,Janata Dal  (United),161
,,,,
RJ,Malviya Nagar,SANGRAM SINGH NATHAWAT,Independent,130
,,,,
RJ,Malviya Nagar,TRILOK TIWARI,Jago Party,124
,,,,
RJ,Malviya Nagar,RAVI KUMAR VERMA (MEGHWAL),Ambedkarite Party of India,112
,,,,
RJ,Malviya Nagar,SAMAY SINGH,Bhartiya Kisan Party,93
,,,,
RJ,Malviya Nagar,HARISH BAIRWA,Independent,84
,,,,
RJ,Malviya Nagar,SUKHDEV SHARMA,Independent,78
,,,,
RJ,Malviya Nagar,KANHAIYA LAKHERA,Bharatiya Yuva Shakti,66
,,,,
RJ,Malviya Nagar,SHILA CHOUDHARY,Peoples Party of India (Democratic),62
,,,,
RJ,Malviya Nagar,DR. SANTOSH KUMAR AGARWAL,Independent,42
,,,,
RJ,Malviya Nagar,None of the Above,None of the Above,2371
,,,,
RJ,Mandal,RAMLAL JAT,Indian National Congress,59645
,,,,
RJ,Mandal,PRADHYUMAN SINGH (HAPPY BANNA),Independent,51580
,,,,
RJ,Mandal,KALULAL GURJAR,Bharatiya Janata Party,47726
,,,,
RJ,Mandal,UDAILAL BHADANA,Independent,23147
,,,,
RJ,Mandal,SUA LAL,Independent,1924
,,,,
RJ,Mandal,SHIVLAL GURJAR,Bahujan Samaj Party,1735
,,,,
RJ,Mandal,FIRDOSH KHAN,Independent,1082
,,,,
RJ,Mandal,BALU LAL GADRI,Independent,792
,,,,
RJ,Mandal,None of the Above,None of the Above,3161
,,,,
RJ,Mandalgarh ,GOPAL LAL SHARMA,Bharatiya Janata Party,68481
,,,,
RJ,Mandalgarh ,VIVEK DHAKAR,Indian National Congress,58148
,,,,
RJ,Mandalgarh ,GOPAL MALVIYA,Independent,42163
,,,,
RJ,Mandalgarh ,PYARALAL REGAR,Bahujan Samaj Party,2062
,,,,
RJ,Mandalgarh ,SUNILA KUMAR,Independent,1647
,,,,
RJ,Mandalgarh ,BRIJRAJ KRISHNA UPADHYAY,Independent,1567
,,,,
RJ,Mandalgarh ,KAILASH SODANI,Aam Aadmi Party,1566
,,,,
RJ,Mandalgarh ,LAXMINARAYAN SUWALKA,Independent,1494
,,,,
RJ,Mandalgarh ,JAMEEL KHAN,Independent,1313
,,,,
RJ,Mandalgarh ,MANGILAL BHIL,Independent,1115
,,,,
RJ,Mandalgarh ,KALYAN MAL SEN,Independent,722
,,,,
RJ,Mandalgarh ,JAILAL REBARI,Independent,618
,,,,
RJ,Mandalgarh ,RAMSAHAY GURJAR,Bharatiya Yuva Shakti,579
,,,,
RJ,Mandalgarh ,None of the Above,None of the Above,3459
,,,,
RJ,Mandawa,NARENDRA KUMAR,Bharatiya Janata Party,80599
,,,,
RJ,Mandawa,KUM. RITA  CHOUDHARY,Indian National Congress,78253
,,,,
RJ,Mandawa,ANWAR ALI KHAN,Bahujan Samaj Party,3228
,,,,
RJ,Mandawa,MAHENDRA KUMAR DHAYAL,Abhinav Rajasthan Party,720
,,,,
RJ,Mandawa,JAGDEEP,Independent,642
,,,,
RJ,Mandawa,SHUBHAKARAN SINGH,Aam Aadmi Party,577
,,,,
RJ,Mandawa,NARENDRA SINGH,Independent,517
,,,,
RJ,Mandawa,None of the Above,None of the Above,908
,,,,
RJ,Manohar thana,GOVIND PRASAD,Bharatiya Janata Party,110215
,,,,
RJ,Manohar thana,KAILASH CHAND,Indian National Congress,88346
,,,,
RJ,Manohar thana,CHANDR SINGH,Bahujan Samaj Party,1793
,,,,
RJ,Manohar thana,MANISHA MEENA,Independent,1479
,,,,
RJ,Manohar thana,ABID AHMED,Rashtriya Jankranti Party,749
,,,,
RJ,Manohar thana,HARISHANKAR,Bharatiya Rashtravadi Samanta Party,675
,,,,
RJ,Manohar thana,None of the Above,None of the Above,3117
,,,,
RJ,Marwar junction,KHUSHVEER SINGH,Independent,58921
,,,,
RJ,Marwar junction,KESARAM CHOUDHARY,Bharatiya Janata Party,58670
,,,,
RJ,Marwar junction,JASARAM RATHORE,Indian National Congress,21037
,,,,
RJ,Marwar junction,DR. RAMHARI MEENA,Bahujan Samaj Party,10242
,,,,
RJ,Marwar junction,LAXMINARAYAN DAVE,Independent,7946
,,,,
RJ,Marwar junction,AMARSINGH,Shiv Sena,1103
,,,,
RJ,Marwar junction,GAVARI,Independent,984
,,,,
RJ,Marwar junction,DUNGARAM,Independent,881
,,,,
RJ,Marwar junction,KESA RAM,Independent,853
,,,,
RJ,Marwar junction,GANPAT SINGH RAJPUROHIT,AARAKSHAN VIRODHI PARTY,424
,,,,
RJ,Marwar junction,DEVARAM,Abhinav Rajasthan Party,389
,,,,
RJ,Marwar junction,DEEPAK JAIN,Aam Aadmi Party,354
,,,,
RJ,Marwar junction,None of the Above,None of the Above,2719
,,,,
RJ,Masuda,RAKESH PAREEK,Indian National Congress,86008
,,,,
RJ,Masuda,SUSHIL KANWAR,Bharatiya Janata Party,82634
,,,,
RJ,Masuda,HAZI KAYUM KHAN,Rashtriya Loktantrik Party,6983
,,,,
RJ,Masuda,DURGA LAL,Bahujan Samaj Party,4173
,,,,
RJ,Masuda,RAKESH PAREEK,Independent,967
,,,,
RJ,Masuda,MAHAVEER PRASAD,Independent,792
,,,,
RJ,Masuda,MO. YAKUB,Aam Aadmi Party,608
,,,,
RJ,Masuda,SHIVRAM SINGH,Rajasthan Janta Party,574
,,,,
RJ,Masuda,AJAMAL KATHAT,Independent,400
,,,,
RJ,Masuda,None of the Above,None of the Above,1752
,,,,
RJ,Mavli,DHARMNARAYAN JOSHI,Bharatiya Janata Party,99723
,,,,
RJ,Mavli,PUSHKAR LAL DANGI,Indian National Congress,72745
,,,,
RJ,Mavli,JEEVRAJ,Communist Party of India,2167
,,,,
RJ,Mavli,CHUNNILAL,Bahujan Samaj Party,2086
,,,,
RJ,Mavli,TULSIRAM BHIL,Rajasthan Janta Party,1843
,,,,
RJ,Mavli,VIJAY SHARMA,Bharat Vahini Party,1750
,,,,
RJ,Mavli,MADAN LAL,Shiv Sena,1291
,,,,
RJ,Mavli,DEVI LAL GAYRI,Independent,861
,,,,
RJ,Mavli,PREM SHANKAR,Aam Aadmi Party,621
,,,,
RJ,Mavli,None of the Above,None of the Above,2919
,,,,
RJ,Merta ,INDIRA DEVI,Rashtriya Loktantrik Party,57662
,,,,
RJ,Merta ,LAXMAN RAM MEGHWAL,Independent,44827
,,,,
RJ,Merta ,BHANWRARAM RITHADIYA,Bharatiya Janata Party,41860
,,,,
RJ,Merta ,SONU CHITARA CHOUDHARY,Indian National Congress,24018
,,,,
RJ,Merta ,JAGDISH KUMAR NAYAK,Aam Aadmi Party,3180
,,,,
RJ,Merta ,TARACHAND,Bahujan Samaj Party,1557
,,,,
RJ,Merta ,RAMOO RAM,Bharat Vahini Party,1143
,,,,
RJ,Merta ,KAPIL DEV,Abhinav Rajasthan Party,1059
,,,,
RJ,Merta ,BHIKHA RAM,Lok Jan Shakti Party,995
,,,,
RJ,Merta ,OM PRAKASH,Indian Peoples Green Party,821
,,,,
RJ,Merta ,None of the Above,None of the Above,2970
,,,,
RJ,Mundawar,MANJEET DHARAMPAL CHOUDHARY,Bharatiya Janata Party,73191
,,,,
RJ,Mundawar,LALIT YADAV,Bahujan Samaj Party,55589
,,,,
RJ,Mundawar,BHARAT YADAV,Loktantrik Janta Dal,21852
,,,,
RJ,Mundawar,ROHITASH,Independent,1608
,,,,
RJ,Mundawar,SHISHRAM CHHAWDY,Independent,1392
,,,,
RJ,Mundawar,SANJAY SINGH,Akhand Samta Party,1392
,,,,
RJ,Mundawar,DR. RAKESH KUMAR JAT,Independent,828
,,,,
RJ,Mundawar,JAYVEER SINGH CHOUHAN,Independent,598
,,,,
RJ,Mundawar,ARUN KUMAR,Bhartiya Panchyat Party,579
,,,,
RJ,Mundawar,RAJU,Independent,561
,,,,
RJ,Mundawar,SURESH KUMAR,Independent,549
,,,,
RJ,Mundawar,RAMNATH MEGHWAL,Ambedkarite Party of India,328
,,,,
RJ,Mundawar,AMAR PAL SINGH,Independent,326
,,,,
RJ,Mundawar,SURAJBHAN YADAV,Independent,265
,,,,
RJ,Mundawar,BHUPENDRA SINGH,"""Nationalist People's Front""",264
,,,,
RJ,Mundawar,HARISINGH SHARMA,Independent,258
,,,,
RJ,Mundawar,KAMALJEET,Aam Aadmi Party,241
,,,,
RJ,Mundawar,VIJAY KUMAR,Republican Party of India (A),180
,,,,
RJ,Mundawar,JAKIR HUSAIN,Bharatiya Yuva Shakti,164
,,,,
RJ,Mundawar,ANAND YADAV,Independent,145
,,,,
RJ,Mundawar,ANIL KUMAR SINDHI,Independent,144
,,,,
RJ,Mundawar,SHANTANU KUMAR,Bharat Vahini Party,64
,,,,
RJ,Mundawar,None of the Above,None of the Above,400
,,,,
RJ,Nadbai ,JOGINDER SINGH AWANA,Bahujan Samaj Party,50976
,,,,
RJ,Nadbai ,KRISHNENDRA KAUR (DEEPA),Bharatiya Janata Party,46882
,,,,
RJ,Nadbai ,DR. HIMANSHU KATARA,Indian National Congress,38136
,,,,
RJ,Nadbai ,KHAIM KARAN SINGH TOULI,Independent,29529
,,,,
RJ,Nadbai ,AJAY KATARA,Independent,6399
,,,,
RJ,Nadbai ,VIJENDRA SINGH DESHWAL,Rashtriya Loktantrik Party,4845
,,,,
RJ,Nadbai ,RAJVEER SINGH,Khushhal Kisan Party,1113
,,,,
RJ,Nadbai ,MANPAL SINGH,Independent,675
,,,,
RJ,Nadbai ,DHEERAJ PARASHAR,Independent,631
,,,,
RJ,Nadbai ,SURJEET SINGH (CHHUTTAN DON),Shiv Sena,301
,,,,
RJ,Nadbai ,RADHA DEVI,Bharatiya Yuva Shakti,284
,,,,
RJ,Nadbai ,None of the Above,None of the Above,1214
,,,,
RJ,Nagar,WAJIB ALI,Bahujan Samaj Party,62644
,,,,
RJ,Nagar,NEM SINGH,Samajwadi Party,37177
,,,,
RJ,Nagar,ANITA SINGH,Bharatiya Janata Party,34946
,,,,
RJ,Nagar,MURARI LAL,Indian National Congress,31678
,,,,
RJ,Nagar,TEK CHAND,Loktantrik Janta Dal,1274
,,,,
RJ,Nagar,MAHAVEER,Ambedkarite Party of India,780
,,,,
RJ,Nagar,RAVI KUMAR,Independent,723
,,,,
RJ,Nagar,RAMESHWAR SINGH,Independent,273
,,,,
RJ,Nagar,PREM CHAND,Abhinav Rajasthan Party,250
,,,,
RJ,Nagar,BISHAMBAR DAYAL,Independent,214
,,,,
RJ,Nagar,SANTRAM,Bharatiya Yuva Shakti,170
,,,,
RJ,Nagar,None of the Above,None of the Above,1034
,,,,
RJ,NAGAUR,MOHAN RAM CHOUDHARY,Bharatiya Janata Party,86315
,,,,
RJ,NAGAUR,HABIBUR REHMAN ASHRAFI LAMBA,Indian National Congress,73307
,,,,
RJ,NAGAUR,SAMSHER KHAN,Rashtriya Loktantrik Party,5372
,,,,
RJ,NAGAUR,BAJRANG RAM,Bahujan Samaj Party,2158
,,,,
RJ,NAGAUR,NARENDRA,Independent,2089
,,,,
RJ,NAGAUR,GOUTAM NAYAK,Dalit Kranti Dal,1613
,,,,
RJ,NAGAUR,BHANWARLAL,Independent,1263
,,,,
RJ,NAGAUR,JITENDRA,Independent,587
,,,,
RJ,NAGAUR,REWANT RAM,Abhinav Rajasthan Party,416
,,,,
RJ,NAGAUR,GOVINDLAL,Independent,353
,,,,
RJ,NAGAUR,SIYARAM,Bahujan Sangharshh Dal,276
,,,,
RJ,NAGAUR,SANTOSH SONI,Shiv Sena,274
,,,,
RJ,NAGAUR,CHHOTURAM,Sarvadharam Party (Madhya Pradesh),272
,,,,
RJ,NAGAUR,ROOPSINGH,Janata Dal  (United),173
,,,,
RJ,NAGAUR,RAMPRASAD KHATEEK,Indian Peoples Green Party,171
,,,,
RJ,NAGAUR,None of the Above,None of the Above,1453
,,,,
RJ,Nasirabad,RAMSWAROOP LAMBA,Bharatiya Janata Party,89409
,,,,
RJ,Nasirabad,RAMNARAIN,Indian National Congress,72725
,,,,
RJ,Nasirabad,MO. ILIYAS,Bahujan Samaj Party,1250
,,,,
RJ,Nasirabad,SHAKIL,Independent,1038
,,,,
RJ,Nasirabad,SHABUDIN,Independent,1025
,,,,
RJ,Nasirabad,ADITYA CHOUDHARY,Abhinav Rajasthan Party,738
,,,,
RJ,Nasirabad,DINESH KUMAR SHARMA,Independent,477
,,,,
RJ,Nasirabad,PRAMOD KUMAR,Independent,347
,,,,
RJ,Nasirabad,JITENDRA SINGH,Independent,316
,,,,
RJ,Nasirabad,AMIT BIDAWAT,Independent,306
,,,,
RJ,Nasirabad,NASIM,Independent,184
,,,,
RJ,Nasirabad,GAJENDRA SIROYA,Aam Aadmi Party,167
,,,,
RJ,Nasirabad,DILEEP,Independent,157
,,,,
RJ,Nasirabad,None of the Above,None of the Above,1513
,,,,
RJ,Nathdwara,C. P. JOSHI,Indian National Congress,88384
,,,,
RJ,Nathdwara,MAHESH PRATAP SINGH,Bharatiya Janata Party,71444
,,,,
RJ,Nathdwara,LAXMI LAL MALI,Independent,2531
,,,,
RJ,Nathdwara,BABU LAL SALVI,Bahujan Samaj Party,2235
,,,,
RJ,Nathdwara,RAGHUNANDAN,Communist Party of India,2015
,,,,
RJ,Nathdwara,SURYAPRAKASH,Independent,934
,,,,
RJ,Nathdwara,JITENDRA KUMAR KHATIK,Independent,587
,,,,
RJ,Nathdwara,ARJUN LAL NAYAK,Bharatiya Yuva Shakti,267
,,,,
RJ,Nathdwara,VIKAS SANADHYA,Manvadhikar National Party,192
,,,,
RJ,Nathdwara,PRAKASH BHARTI,Aam Aadmi Party,187
,,,,
RJ,Nathdwara,MANOJ MENARIYA,Bharatiya Jan Kranti Dal (Democratic),164
,,,,
RJ,Nathdwara,MAHIPAL SINGH,Bharat Vahini Party,148
,,,,
RJ,Nathdwara,None of the Above,None of the Above,4248
,,,,
RJ,Nawalgarh,DR. RAJKUMAR SHARMA,Indian National Congress,79570
,,,,
RJ,Nawalgarh,RAVI SAINI,Bharatiya Janata Party,43070
,,,,
RJ,Nawalgarh,VIKRAM SINGH JAKHAL,Independent,39259
,,,,
RJ,Nawalgarh,PRATIBHA SINGH,Rashtriya Loktantrik Party,9610
,,,,
RJ,Nawalgarh,RAM AVTAR NARNOLIA,Bahujan Samaj Party,5382
,,,,
RJ,Nawalgarh,SANJAY BASOTIA,Independent,1761
,,,,
RJ,Nawalgarh,HEM KANWAR,Independent,1190
,,,,
RJ,Nawalgarh,SANJAY KUMAR POONIA,Bahujan Mukti Party,1144
,,,,
RJ,Nawalgarh,VIJENDRA SINGH,Aam Aadmi Party,1118
,,,,
RJ,Nawalgarh,MOHAMMAD ASLAM NAGORI,Independent,936
,,,,
RJ,Nawalgarh,VIJENDRA KUMAR SONKARIA,Ambedkarite Party of India,502
,,,,
RJ,Nawalgarh,ARUN KUMAR,Independent,499
,,,,
RJ,Nawalgarh,RASHID KHAN,Bharatiya Yuva Shakti,410
,,,,
RJ,Nawalgarh,ASHOK KUMAR,Independent,246
,,,,
RJ,Nawalgarh,MUKESH KUMAR,Independent,205
,,,,
RJ,Nawalgarh,None of the Above,None of the Above,1475
,,,,
RJ,Nawan,MAHENDRA CHOUDHARY,Indian National Congress,72168
,,,,
RJ,Nawan,VIJAY SINGH,Bharatiya Janata Party,69912
,,,,
RJ,Nawan,SHIMBHUDAYAL,Independent,12218
,,,,
RJ,Nawan,KANARAM,Communist Party of India  (Marxist),6717
,,,,
RJ,Nawan,GOVIND RAM,Independent,5424
,,,,
RJ,Nawan,PRAMOD KUMAR,Bahujan Samaj Party,3029
,,,,
RJ,Nawan,HEM RAJ,Aam Aadmi Party,1233
,,,,
RJ,Nawan,GOPAL,Independent,896
,,,,
RJ,Nawan,ANITA,Bharatiya Yuva Shakti,728
,,,,
RJ,Nawan,KAILASH CHANDRA VERMA,Independent,645
,,,,
RJ,Nawan,PURNMAL,Bahujan Sangharshh Dal,530
,,,,
RJ,Nawan,BHANWAR LAL BABEL,Bharat Vahini Party,203
,,,,
RJ,Nawan,None of the Above,None of the Above,2077
,,,,
RJ,Neem ka Thana,SURESH MODI,Indian National Congress,66287
,,,,
RJ,Neem ka Thana,PREM SINGH BAJORE,Bharatiya Janata Party,53672
,,,,
